Name,Critic_Score,User_Score,Platform
Leisure Suit Larry: Reloaded,56,8.3,PC
Hotline Miami,87,8.3,PS3
Don't Starve,79,8.3,PC
Dishonored: The Knife of Dunwall,80,8.3,PC
Out of the Park Baseball 14,86,8.3,PC
Guacamelee!,87,8.3,VITA
Warframe,71,8.3,PC
LEGO City Undercover,80,8.3,WIIU
Etrian Odyssey IV: Legends of the Titan,84,8.3,3DS
Sly Cooper: Thieves in Time,75,8.3,PS3
Antichamber,82,8.3,PC
Far Cry 3,88,8.3,PC
Crashmo,86,8.3,3DS
LEGO The Lord of the Rings,82,8.3,PS3
Chaos on Deponia,78,8.3,PC
Pid,72,8.3,X360
The Walking Dead: Episode 4 - Around Every Corner,82,8.3,X360
XCOM: Enemy Unknown,90,8.3,X360
Borderlands 2,89,8.3,X360
Tekken Tag Tournament 2,82,8.3,PS3
The Walking Dead: Episode 3 - Long Road Ahead,88,8.3,X360
The Secret World,74,8.3,PC
Spec Ops: The Line,76,8.3,X360
Dragon's Dogma,78,8.3,PS3
The Witcher 2: Assassins of Kings,88,8.3,X360
Tales From Space: Mutant Blobs Attack,86,8.3,VITA
Pushmo,90,8.3,3DS
Mario Kart 7,85,8.3,3DS
LEGO Harry Potter: Years 5-7,76,8.3,PS3
Sonic Generations,77,8.3,PC
Sonic Generations,76,8.3,PS3
The Book of Unwritten Tales,82,8.3,PC
Rocksmith,80,8.3,PS3
The Blackwell Deception,73,8.3,PC
Aliens: Infestation,76,8.3,DS
Resident Evil Code: Veronica X HD,65,8.3,PS3
Solatorobo: Red the Hunter,76,8.3,DS
Kirby Mass Attack,83,8.3,DS
Radiant Silvergun,86,8.3,X360
Deus Ex: Human Revolution,89,8.3,X360
Earth Defense Force: Insect Armageddon,68,8.3,X360
L.A. Noire: Nicholson Electroplating Disaster,70,8.3,X360
Shadows of the Damned,76,8.3,X360
Runaway: A Twist of Fate,79,8.3,PC
Mortal Kombat,86,8.3,X360
Assassin's Creed: Brotherhood - The Da Vinci Disappearance,75,8.3,X360
Dragon Quest VI: Realms of Revelation,78,8.3,DS
Kingdom Hearts Re:coded,66,8.3,DS
Bomberman Live: Battlefest,70,8.3,X360
Pinball FX 2: Marvel Pinball,86,8.3,X360
SBK X: Superbike World Championship,74,8.3,X360
Super Meat Boy,87,8.3,PC
Michael Jackson The Experience,56,8.3,WII
Assassin's Creed: Brotherhood,89,8.3,X360
Divinity II: The Dragon Knight Saga,82,8.3,PC
Football Manager 2011,85,8.3,PC
Red Dead Redemption: Undead Nightmare Pack,87,8.3,X360
Rock Band 3,93,8.3,X360
Fallout: New Vegas,84,8.3,X360
Etrian Odyssey III: The Drowned City,77,8.3,DS
The Lord of the Rings: Aragorn's Quest,58,8.3,WII
TerRover,52,8.3,PS3
Tiger Woods PGA Tour 11,84,8.3,WII
Blur,82,8.3,X360
Dementium II,75,8.3,DS
The Misadventures of P.B. Winterbottom,79,8.3,PC
Sam & Max: The Devil's Playhouse - Episode 1: The Penal Zone,81,8.3,PC
Lead and Gold: Gangs of the Wild West,70,8.3,PC
Fragile Dreams: Farewell Ruins of the Moon,67,8.3,WII
Battlefield: Bad Company 2,87,8.3,PC
Mega Man 10,81,8.3,WII
Dawn of Discovery: Venice,78,8.3,PC
Deadly Premonition,68,8.3,X360
Tomena Sanner,77,8.3,WII
The Void,77,8.3,PC
PixelJunk Shooter,87,8.3,PS3
Pokemon Rumble,59,8.3,WII
Rabbids Go Home,78,8.3,WII
Ben 10 Alien Force: Vilgax Attacks,61,8.3,X360
MotorStorm Arctic Edge,72,8.3,PS2
WWE SmackDown vs. Raw 2010,80,8.3,X360
WWE SmackDown vs. Raw 2010,75,8.3,DS
Undead Knights,63,8.3,PSP
Pinball Hall of Fame: The Williams Collection,83,8.3,X360
Mini Ninjas,74,8.3,PC
Mini Ninjas,73,8.3,X360
The Three Musketeers: One for All!,53,8.3,WII
Wipeout HD Fury,89,8.3,PS3
Ice Age: Dawn of the Dinosaurs,75,8.3,WII
Ghostbusters: The Video Game,76,8.3,WII
Out of the Park Baseball 10,83,8.3,PC
inFamous,85,8.3,PS3
Art Style: PiCTOBiTS,83,8.3,DS
ZEN Pinball,80,8.3,PS3
X-Men Origins: Wolverine,75,8.3,X360
Super Robot Taisen OG Saga: Endless Frontier,73,8.3,DS
OutRun Online Arcade,79,8.3,X360
The Last Remnant,66,8.3,PC
Peggle,89,8.3,X360
World in Conflict: Soviet Assault,72,8.3,PC
Nobunaga's Ambition: Iron Triangle,76,8.3,PS2
Elebits: The Adventures of Kai and Zero,75,8.3,DS
Banjo-Kazooie,77,8.3,X360
Puzzlegeddon,74,8.3,PC
Pokemon Ranger: Shadows of Almia,68,8.3,DS
Naruto: Ultimate Ninja Storm,75,8.3,PS3
Ninjatown,80,8.3,DS
Twin Strike: Operation Thunder,50,8.3,WII
Sam & Max: Season One,74,8.3,WII
Mega Man 9,82,8.3,X360
Mega Man 9,83,8.3,WII
Rock Band 2,92,8.3,X360
Helix,60,8.3,WII
Bionic Commando Rearmed,85,8.3,X360
Geometry Wars: Retro Evolved 2,90,8.3,X360
Etrian Odyssey II: Heroes of Lagaard,82,8.3,DS
Toki Tori,79,8.3,WII
Penny Arcade Adventures: Episode One,77,8.3,PC
Mario Kart Wii,82,8.3,WII
Pokemon Mystery Dungeon: Explorers of Darkness,59,8.3,DS
Pokemon Mystery Dungeon: Explorers of Time,60,8.3,DS
Obscure: The Aftermath,60,8.3,PS2
Universe at War: Earth Assault,66,8.3,X360
Pro Evolution Soccer 2008,83,8.3,WII
Bully: Scholarship Edition,80,8.3,X360
N+,83,8.3,X360
MX vs. ATV Untamed,70,8.3,WII
Endless Ocean,72,8.3,WII
The Orange Box,89,8.3,PS3
Code Lyoko: Quest for Infinity,58,8.3,WII
Rayman Raving Rabbids 2,67,8.3,WII
Ultimate Mortal Kombat,73,8.3,DS
Fantasy Wars,67,8.3,PC
Bee Movie Game,62,8.3,WII
Bee Movie Game,65,8.3,PS2
Guitar Hero III: Legends of Rock,86,8.3,WII
Puzzle Quest: Challenge of the Warlords,87,8.3,X360
Nancy Drew: Legend of the Crystal Skull,79,8.3,PC
Enemy Territory: Quake Wars,84,8.3,PC
SingStar '80s,78,8.3,PS2
7 Wonders of the Ancient World,60,8.3,DS
Fatal Fury Special,63,8.3,X360
Streets of Rage 2,76,8.3,X360
Warhawk,84,8.3,PS3
Jeanne d'Arc,87,8.3,PSP
Fatal Fury: Battle Archives Volume 1,68,8.3,PS2
Mega Man Star Force: Pegasus,60,8.3,DS
NASCAR 08,56,8.3,PS2
Hot Shots Tennis,70,8.3,PS2
Overlord,76,8.3,X360
Forza Motorsport 2,90,8.3,X360
Mortal Kombat: Armageddon,71,8.3,WII
Etrian Odyssey,75,8.3,DS
.hack//G.U. vol. 2//Reminisce,61,8.3,PS2
Frontline: Fields of Thunder,57,8.3,PC
Hot Dog King A Fast Food Empire,56,8.3,PC
Dawnspire: Prelude,58,8.3,PC
Prince of Persia Rival Swords,74,8.3,PSP
Metal Slug Anthology,80,8.3,PS2
Kororinpa: Marble Mania,69,8.3,WII
Test Drive Unlimited,75,8.3,PS2
Custom Robo Arena,74,8.3,DS
Supreme Commander,86,8.3,PC
Alien Shooter: Vengeance,67,8.3,PC
Galactic Civilizations II: Dark Avatar,91,8.3,PC
Winning Eleven: Pro Evolution Soccer 2007,81,8.3,PSP
Castlevania: Portrait of Ruin,85,8.3,DS
RoboBlitz,76,8.3,X360
Tom Clancy's Rainbow Six Vegas,88,8.3,X360
Bionicle Heroes,59,8.3,PC
NFL Street 3,70,8.3,PS2
NFL Street 3,68,8.3,PSP
Tomb Raider: Legend,58,8.3,DS
Gears of War,94,8.3,X360
RoboBlitz,80,8.3,PC
Sega Genesis Collection,82,8.3,PS2
SOCOM: U.S. Navy Seals: Combined Assault,72,8.3,PS2
1701 A.D.,79,8.3,PC
Need for Speed Carbon,74,8.3,PS2
Ace Combat X: Skies of Deception,75,8.3,PSP
Sam & Max Episode 101: Culture Shock,81,8.3,PC
Clubhouse Games,83,8.3,DS
Mortal Kombat: Armageddon,75,8.3,PS2
DEFCON: Everybody Dies,84,8.3,PC
Doom,82,8.3,X360
Baten Kaitos Origins,75,8.3,GC
Pokemon Mystery Dungeon: Red Rescue Team,67,8.3,GBA
LEGO Star Wars II: The Original Trilogy,86,8.3,PC
Sid Meier's Civilization IV: Warlords,84,8.3,PC
Cossacks II: Battle for Europe,69,8.3,PC
Micro Machines V4,57,8.3,PC
Mega Man Battle Network 6 Cybeast Falzar,63,8.3,GBA
Point Blank DS,66,8.3,DS
Urban Chaos: Riot Response,72,8.3,XBOX
The Movies: Stunts & Effects,78,8.3,PC
Gallop Racer 2006,69,8.3,PS2
World Soccer Winning Eleven 9,89,8.3,PC
Take Command: 2nd Manassas,74,8.3,PC
OutRun 2006: Coast 2 Coast,81,8.3,PS2
Untold Legends: The Warrior's Code,65,8.3,PSP
Scratches,67,8.3,PC
SWAT 4: The Stetchkov Syndicate,80,8.3,PC
Grandia III,77,8.3,PS2
GT Legends,84,8.3,PC
MX vs. ATV Unleashed,71,8.3,PC
Peter Jackson's King Kong: The Official Game of the Movie,82,8.3,PS2
Peter Jackson's King Kong: The Official Game of the Movie,81,8.3,GC
Infected,74,8.3,PSP
Wild Arms Alter Code: F,73,8.3,PS2
WWE SmackDown! vs. Raw 2006,84,8.3,PS2
Operation Flashpoint: Elite,64,8.3,XBOX
The Movies,84,8.3,PC
Donkey Kong Country 3,77,8.3,GBA
Sid Meier's Civilization IV,94,8.3,PC
Dragon Ball Z: Budokai Tenkaichi,72,8.3,PS2
Stubbs the Zombie in Rebel Without a Pulse,75,8.3,XBOX
X-Men Legends II: Rise of Apocalypse,84,8.3,PSP
F.E.A.R.,88,8.3,PC
Worms 4: Mayhem,69,8.3,XBOX
Conflict: Global Terror,61,8.3,PC
Total Overdose: A Gunslinger's Tale in Mexico,71,8.3,XBOX
NBA 2K6,84,8.3,PS2
The Suffering: Ties That Bind,76,8.3,XBOX
Ultimate Spider-Man,75,8.3,PC
"Warhammer 40,000: Dawn of War - Winter Assault",85,8.3,PC
Indigo Prophecy,85,8.3,PC
Tak: The Great Juju Challenge,74,8.3,PS2
Armored Core: Nine Breaker,57,8.3,PS2
Urban Reign,60,8.3,PS2
One Piece: Grand Battle,69,8.3,PS2
Inuyasha: Feudal Combat,52,8.3,PS2
Beat Down: Fists of Vengeance,48,8.3,PS2
Colosseum: Road to Freedom,56,8.3,PS2
Destroy All Humans!,76,8.3,XBOX
Romance of the Three Kingdoms X,71,8.3,PS2
Imperial Glory,69,8.3,PC
Cold Winter,73,8.3,PS2
NBA Street Showdown,75,8.3,PSP
Unreal Championship 2: The Liandri Conflict,85,8.3,XBOX
MX vs. ATV Unleashed,80,8.3,XBOX
Twisted Metal: Head-On,79,8.3,PSP
Super Monkey Ball Deluxe,81,8.3,XBOX
Worms 3D,69,8.3,XBOX
Project: Snowblind,78,8.3,PS2
The Punisher (2005),69,8.3,XBOX
Sid Meier's Pirates!,88,8.3,PC
Alien Hominid,78,8.3,PS2
Viewtiful Joe 2,86,8.3,GC
ESPN College Hoops 2K5,86,8.3,XBOX
NCAA March Madness 2005,78,8.3,PS2
Crash 'N' Burn,63,8.3,PS2
Zoo Tycoon 2,72,8.3,PC
Spyro: A Hero's Tail,64,8.3,XBOX
Duel Masters,66,8.3,PS2
"The Lord of the Rings, The Third Age",67,8.3,GBA
The SpongeBob SquarePants Movie,74,8.3,XBOX
Chessmaster,79,8.3,XBOX
Classic NES Series: Dr. Mario,66,8.3,GBA
Otogi 2: Immortal Warriors,79,8.3,XBOX
Pitfall: The Lost Expedition,66,8.3,PC
Tak 2: The Staff of Dreams,71,8.3,PS2
Evil Genius,75,8.3,PC
Hearts of Iron: Platinum,78,8.3,PC
Second Sight,77,8.3,GC
NHL 2005,75,8.3,PS2
The Saga of Ryzom,64,8.3,PC
Pokemon LeafGreen Version,81,8.3,GBA
Viewtiful Joe,90,8.3,PS2
Hamtaro: Ham-Ham Games,77,8.3,GBA
ESPN NFL 2K5,90,8.3,PS2
Puyo Pop Fever,72,8.3,GC
The Suffering,80,8.3,PC
Sonic Advance 3,79,8.3,GBA
Spartan (2004),56,8.3,PC
Thief: Deadly Shadows,85,8.3,PC
Shining Soul II,74,8.3,GBA
ESPN Major League Baseball,78,8.3,XBOX
"WarioWare, Inc.: Mega Party Game$!",76,8.3,GC
Syberia II,80,8.3,PC
James Bond 007: Everything or Nothing,84,8.3,GC
Wars and Warriors: Joan of Arc,60,8.3,PC
Baldur's Gate: Dark Alliance II,78,8.3,PS2
.hack//Quarantine Part 4,70,8.3,PS2
Star Trek: Shattered Universe,42,8.3,PS2
Max Payne,78,8.3,GBA
Need for Speed Underground,77,8.3,GBA
Postal 2: Share the Pain,59,8.3,PC
The Sims Bustin' Out,81,8.3,PS2
Broken Sword: The Sleeping Dragon,77,8.3,XBOX
Horizons: Empire of Istaria,72,8.3,PC
Dragon Ball Z: Budokai 2,66,8.3,PS2
Beyond Good & Evil,87,8.3,XBOX
Sword of Mana,72,8.3,GBA
Monster 4x4: Masters of Metal,48,8.3,PS2
Kya: Dark Lineage,69,8.3,PS2
Magic: The Gathering - Battlegrounds,68,8.3,PC
Manhunt,76,8.3,PS2
Secret Weapons Over Normandy,72,8.3,PC
James Bond 007: Everything or Nothing,73,8.3,GBA
Need for Speed: Underground,82,8.3,PC
Muppets Party Cruise,61,8.3,PS2
Crash Nitro Kart,70,8.3,XBOX
Civilization III: Conquests,86,8.3,PC
Dynasty Warriors 4: Xtreme Legends,72,8.3,PS2
Teenage Mutant Ninja Turtles,71,8.3,GBA
Rogue Ops,61,8.3,PS2
Empires: Dawn of the Modern World,81,8.3,PC
Batman: Rise of Sin Tzu,63,8.3,PS2
Jak II,87,8.3,PS2
Viewtiful Joe,93,8.3,GC
Freedom Fighters,81,8.3,PS2
.hack//Outbreak Part 3,70,8.3,PS2
P.N. 03,63,8.3,GC
Disney's Extreme Skate Adventure,78,8.3,PS2
Disney's Extreme Skate Adventure,76,8.3,XBOX
Madden NFL 2004,92,8.3,XBOX
Freestyle Metal X,67,8.3,PS2
World War II: Frontline Command,70,8.3,PC
Mace Griffin Bounty Hunter,62,8.3,PS2
Wakeboarding Unleashed Featuring Shaun Murray,83,8.3,PS2
Wing Commander: Prophecy,70,8.3,GBA
The Elder Scrolls III: Bloodmoon,85,8.3,PC
Iridion II,78,8.3,GBA
Lufia: The Ruins of Lore,76,8.3,GBA
Def Jam Vendetta,81,8.3,GC
RollerCoaster Tycoon,62,8.3,XBOX
World Racing,56,8.3,XBOX
Rayman 3: Hoodlum Havoc,74,8.3,PC
MLB Slugfest 20-04,78,8.3,PS2
Line of Sight: Vietnam,68,8.3,PC
Grand Prix Challenge,76,8.3,PS2
Disaster Report,66,8.3,PS2
NASCAR Racing 2003 Season,89,8.3,PC
.hack//Infection Part 1,75,8.3,PS2
Command & Conquer: Generals,84,8.3,PC
World Tour Soccer 2003,78,8.3,PS2
Blood Omen 2,71,8.3,GC
Dark Age of Camelot: Shrouded Isles,85,8.3,PC
James Cameron's Dark Angel,47,8.3,XBOX
Arx Fatalis,77,8.3,PC
The Elder Scrolls III: Tribunal,80,8.3,PC
Phantasy Star Online Episode I & II,85,8.3,GC
Disney Golf,72,8.3,PS2
BloodRayne,75,8.3,PS2
NHL 2003,79,8.3,GC
Tom Clancy's Ghost Recon: Island Thunder,82,8.3,PC
Casino Empire,65,8.3,PC
Fire Pro Wrestling 2,72,8.3,GBA
Icewind Dale II,83,8.3,PC
Dino Island,42,8.3,PC
NFL 2K3,92,8.3,GC
Dead to Rights,73,8.3,XBOX
Mat Hoffman's Pro BMX 2,76,8.3,PS2
Sega Sports Tennis,83,8.3,PS2
Grand Theft Auto III,93,8.3,PC
World of Outlaws: Sprint Cars 2002,80,8.3,PS2
Blood Omen 2,66,8.3,PC
Diggles,62,8.3,PC
Pac-Man World 2,74,8.3,GC
Bloody Roar: Primal Fury,75,8.3,GC
Broken Sword: The Shadow of the Templars,80,8.3,GBA
High Heat Major League Baseball 2003,67,8.3,PC
Rallisport Challenge,87,8.3,XBOX
JSRF: Jet Set Radio Future,88,8.3,XBOX
Baldur's Gate: Dark Alliance,87,8.3,PS2
The Simpsons Road Rage,61,8.3,XBOX
Star Wars Starfighter: Special Edition,76,8.3,XBOX
Amped: Freestyle Snowboarding,78,8.3,XBOX
Wave Race: Blue Storm,80,8.3,GC
NFL Fever 2002,79,8.3,XBOX
Test Drive Off-Road Wide Open,64,8.3,XBOX
Empire Earth,81,8.3,PC
Star Wars Galactic Battlegrounds,75,8.3,PC
Bomberman Online,80,8.3,DC
Mega Man Battle Network,79,8.3,GBA
Flight Simulator 2002,90,8.3,PC
Kinetica,77,8.3,PS2
Project Eden,72,8.3,PC
Dance Dance Revolution Disney Mix,74,8.3,PS
Sega Bass Fishing 2,76,8.3,DC
Shattered Galaxy,79,8.3,PC
Outtrigger,73,8.3,DC
Anachronox,77,8.3,PC
Emperor: Battle for Dune,79,8.3,PC
Gauntlet: Dark Legacy,73,8.3,PS2
Cossacks: European Wars,74,8.3,PC
Tropico,85,8.3,PC
High Heat Major League Baseball 2002,76,8.3,PC
Onimusha: Warlords,86,8.3,PS2
Triple Play Baseball,76,8.3,PS
ATV Offroad Fury,82,8.3,PS2
Indiana Jones and the Infernal Machine,75,8.3,N64
Looney Tunes: Space Race,83,8.3,DC
StarLancer,79,8.3,DC
MechWarrior 4: Vengeance,87,8.3,PC
Tomb Raider: Chronicles,59,8.3,DC
Real Myst,66,8.3,PC
Space Empires IV,79,8.3,PC
Dragon Valor,57,8.3,PS
Blair Witch Volume I: Rustin Parr,73,8.3,PC
Strider 2,69,8.3,PS
Icewind Dale,87,8.3,PC
Descent 3,89,8.3,PC
Allegiance,86,8.3,PC
Airfix Dogfighter,75,8.3,PC
EverQuest,85,8.3,PC
Dead or Alive,84,8.3,PS
Obsidian,85,8.3,PC
Fist of the North Star: Lost Paradise,73,8.2,PS4
Mega Man 11,82,8.2,PS4
Valkyria Chronicles 4,84,8.2,PC
Senran Kagura Reflexions,39,8.2,Switch
Mini Metro,86,8.2,Switch
Unavowed,86,8.2,PC
Iconoclasts,87,8.2,Switch
La-Mulana 2,78,8.2,PC
Mega Man X Legacy Collection 1 + 2,80,8.2,Switch
Crash Bandicoot N. Sane Trilogy,76,8.2,PC
INSIDE,91,8.2,Switch
Yoku's Island Express,82,8.2,Switch
FOX n FORESTS,69,8.2,PC
The Alliance Alive,74,8.2,3DS
Bayonetta,84,8.2,Switch
Monster Energy Supercross: The Official Videogame,69,8.2,XONE
Remothered: Tormented Fathers,77,8.2,PC
Okami HD,87,8.2,PS4
Battle Chef Brigade,81,8.2,Switch
The Elder Scrolls V: Skyrim,84,8.2,Switch
Rocket League,86,8.2,Switch
Zwei: The Ilvard Insurrection,79,8.2,PC
Life is Strange: Before the Storm - Episode 2: Brave New World,79,8.2,PS4
Dragon's Dogma: Dark Arisen,78,8.2,PS4
Dragon's Dogma: Dark Arisen,80,8.2,XONE
Dragon Ball: Xenoverse 2,75,8.2,Switch
Heat Signature,79,8.2,PC
Redout,76,8.2,XONE
Sonic Mania,83,8.2,XONE
Hellblade: Senua's Sacrifice,81,8.2,PS4
Hellblade: Senua's Sacrifice,83,8.2,PC
The Legend of Heroes: Trails of Cold Steel,80,8.2,PC
The Long Dark,77,8.2,PC
Collar x Malice,74,8.2,VITA
Serial Cleaner,63,8.2,XONE
Final Fantasy XV: Episode Prompto,65,8.2,PS4
Regalia: Of Men and Monarchs,73,8.2,PC
Little Nightmares,81,8.2,PC
Expeditions: Viking,74,8.2,PC
What Remains of Edith Finch,89,8.2,PC
Bayonetta,90,8.2,PC
Shovel Knight: Treasure Trove,91,8.2,Switch
"Snipperclips - Cut it out, together!",80,8.2,Switch
The Legend of Zelda: Breath of the Wild,96,8.2,WIIU
Shadows of Adam,78,8.2,PC
Kingdom Hearts HD 2.8 Final Chapter Prologue,76,8.2,PS4
The Last Guardian,82,8.2,PS4
Silence: The Whispered World 2,66,8.2,XONE
Titanfall 2,86,8.2,PC
Superdimension Neptune VS Sega Hard Girls,72,8.2,VITA
Shadow Warrior 2,78,8.2,PC
Criminal Girls 2: Party Favors,67,8.2,VITA
Overcooked!,81,8.2,PC
Zombie Night Terror,81,8.2,PC
INSIDE,93,8.2,XONE
Zero Escape: Zero Time Dilemma,81,8.2,3DS
Odin Sphere Leifthrasir,87,8.2,PS4
SteamWorld Heist,81,8.2,PC
Valkyria Chronicles Remastered,84,8.2,PS4
Melty Blood: Actress Again Current Code,78,8.2,PC
Hyper Light Drifter,84,8.2,PC
Dying Light: The Following,86,8.2,XONE
Crashlands,78,8.2,PC
Atelier Escha & Logy Plus: Alchemists of the Dusk Sky,75,8.2,VITA
Resident Evil 0: HD Remaster,68,8.2,PC
Dragon's Dogma: Dark Arisen,81,8.2,PC
Hatoful Boyfriend: Holiday Star,54,8.2,PC
Earth Defense Force 2: Invaders From Planet Space,72,8.2,VITA
The Binding of Isaac: Afterbirth,85,8.2,PC
Human Resource Machine,78,8.2,PC
Metal Gear Solid V: The Phantom Pain,93,8.2,PS4
Brothers: A Tale of Two Sons,81,8.2,PS4
AR-K Episode 3: The Great Escape,78,8.2,PC
Final Fantasy XIV: Heavensward,86,8.2,PC
Life is Strange: Episode 3 - Chaos Theory,81,8.2,PS4
Kerbal Space Program,88,8.2,PC
Affordable Space Adventures,81,8.2,WIIU
Dreamfall Chapters Book Two: Rebels,71,8.2,PC
Tormentum - Dark Sorrow,72,8.2,PC
Homeworld Remastered Collection,86,8.2,PC
Under Night In-Birth Exe:Late,80,8.2,PS3
Life is Strange: Episode 1 - Chrysalis,75,8.2,PS4
3D After Burner II,81,8.2,3DS
Duke Nukem 3D: Megaton Edition,69,8.2,VITA
Tales From The Borderlands: Episode 1 - Zer0 Sum,82,8.2,XONE
Tales of Hearts R,76,8.2,VITA
Valkyria Chronicles,85,8.2,PC
Alien: Isolation,79,8.2,PS4
Silence of the Sleep,66,8.2,PC
Professor Layton VS Phoenix Wright Ace Attorney,79,8.2,3DS
Metro Redux,84,8.2,XONE
XType Plus,76,8.2,WIIU
Freedom Planet,83,8.2,PC
The Wolf Among Us: Episode 5 - Cry Wolf,75,8.2,PS3
Armillo,72,8.2,WIIU
Marvel Heroes 2015,81,8.2,PC
The Wolf Among Us: Episode 4 - In Sheep's Clothing,75,8.2,PC
Transistor,83,8.2,PS4
Wolfenstein: The New Order,81,8.2,PC
JoJo's Bizarre Adventure All-Star Battle,71,8.2,PS3
The Wolf Among Us: Episode 3 - A Crooked Mile,77,8.2,X360
SMITE,83,8.2,PC
Banished,73,8.2,PC
The Last of Us: Left Behind,88,8.2,PS3
Danganronpa: Trigger Happy Havoc,80,8.2,VITA
The Wolf Among Us: Episode 2 - Smoke and Mirrors,82,8.2,PS3
The Walking Dead: Season Two - A Telltale Games Series,80,8.2,PC
Risk of Rain,77,8.2,PC
Assassin's Creed IV: Black Flag,88,8.2,PS3
LEGO Marvel Super Heroes,78,8.2,PC
Rayman Legends,90,8.2,X360
Memoria,79,8.2,PC
The Chaos Engine (2013),40,8.2,PC
Expeditions: Conquistador,77,8.2,PC
Call of Juarez: Gunslinger,79,8.2,PC
Call of Juarez: Gunslinger,76,8.2,X360
The Incredible Adventures of Van Helsing,72,8.2,PC
Metro: Last Light,80,8.2,PS3
Far Cry 3: Blood Dragon,82,8.2,PS3
Soul Sacrifice,77,8.2,VITA
Dragon's Dogma: Dark Arisen,80,8.2,PS3
Monster Hunter 3 Ultimate,82,8.2,WIIU
Mass Effect 3: Citadel,84,8.2,X360
Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,85,8.2,PC
Corpse Party: Book of Shadows,67,8.2,PSP
Gunman Clive,82,8.2,3DS
Oddworld: Stranger's Wrath HD,83,8.2,VITA
Stealth Bastard Deluxe,80,8.2,PC
Borderlands 2: Mr. Torgue's Campaign of Carnage,83,8.2,X360
Darksiders II,85,8.2,WIIU
Sonic & All-Stars Racing Transformed,82,8.2,PS3
WWE '13,76,8.2,PS3
The Walking Dead: Episode 4 - Around Every Corner,81,8.2,PS3
XCOM: Enemy Unknown,89,8.2,PS3
XCOM: Enemy Unknown,89,8.2,PC
La-Mulana,87,8.2,WII
Borderlands 2,91,8.2,PS3
Borderlands 2,89,8.2,PC
Gateways,72,8.2,PC
Transformers: Fall of Cybertron,77,8.2,PS3
Darksiders II,83,8.2,X360
Sleeping Dogs,81,8.2,PC
Unmechanical,74,8.2,PC
Deponia,74,8.2,PC
Spec Ops: The Line,76,8.2,PC
The Walking Dead: Episode 1 - A New Day,84,8.2,PS3
Out of the Park Baseball 13,85,8.2,PC
Ys: The Oath in Felghana,73,8.2,PC
Tales of Graces f,77,8.2,PS3
Binary Domain,72,8.2,PS3
Wargame: European Escalation,81,8.2,PC
Wipeout 2048,79,8.2,VITA
Serious Sam 3: BFE,72,8.2,PC
The King of Fighters XIII,77,8.2,PS3
The King of Fighters XIII,79,8.2,X360
Halo: Combat Evolved Anniversary,82,8.2,X360
Rayman Origins,87,8.2,X360
The Elder Scrolls V: Skyrim,94,8.2,PC
Dance Central 2,86,8.2,X360
Rocksmith,77,8.2,X360
Forza Motorsport 4,91,8.2,X360
Resident Evil Code: Veronica X HD,67,8.2,X360
SkyDrift,76,8.2,PS3
Deus Ex: Human Revolution,89,8.2,PS3
The Adventures of Shuggy,77,8.2,X360
Might & Magic: Clash of Heroes,84,8.2,X360
The Dishwasher: Vampire Smile,81,8.2,X360
Assassin's Creed: Brotherhood,88,8.2,PC
Top Spin 4,84,8.2,X360
Okamiden,82,8.2,DS
Men of War: Assault Squad,77,8.2,PC
Golden Sun: Dark Dawn,79,8.2,DS
Assassin's Creed: Brotherhood,90,8.2,PS3
Namco Museum Megamix,53,8.2,WII
Pinball FX 2,88,8.2,X360
Naruto Shippuden: Ultimate Ninja Storm 2,76,8.2,PS3
Super Scribblenauts,81,8.2,DS
Heavy Rain: Move Edition,72,8.2,PS3
Plants vs. Zombies,89,8.2,X360
Valkyria Chronicles II,83,8.2,PSP
Victoria II,75,8.2,PC
Hydro Thunder Hurricane,75,8.2,X360
Starcraft II: Wings of Liberty,93,8.2,PC
Alien Swarm,77,8.2,PC
DeathSpank,79,8.2,X360
Transformers: War for Cybertron,77,8.2,PS3
Transformers: War for Cybertron - Decepticons,62,8.2,DS
Doom II,77,8.2,X360
Blur,81,8.2,PS3
Aqua,61,8.2,X360
Split/Second,79,8.2,PC
Picross 3D,83,8.2,DS
2010 FIFA World Cup South Africa,83,8.2,X360
Infinite Space,75,8.2,DS
Sol Survivor,75,8.2,PC
Yakuza 3,79,8.2,PS3
MLB 10: The Show,91,8.2,PS3
Sonic & Sega All-Stars Racing,78,8.2,WII
Data East Arcade Classics,56,8.2,WII
Art of Balance,88,8.2,WII
BioShock 2,88,8.2,X360
BioShock 2,88,8.2,PS3
MAG,76,8.2,PS3
The Sky Crawlers: Innocent Aces,74,8.2,WII
DiRT 2,89,8.2,PC
The Saboteur,73,8.2,X360
Rogue Trooper: Quartz Zone Massacre,70,8.2,WII
Borderlands: The Zombie Island of Dr. Ned,81,8.2,X360
Tekken 6,82,8.2,PSP
Buzz! Quiz World,80,8.2,PS3
Call of Duty: Modern Warfare - Reflex Edition,76,8.2,WII
Men of War: Red Tide,77,8.2,PC
Borderlands,84,8.2,X360
Tropico 3,79,8.2,PC
RACE On,73,8.2,PC
Tornado Outbreak,71,8.2,WII
DiRT 2,87,8.2,X360
DiRT 2,87,8.2,PS3
IL-2 Sturmovik: Birds of Prey,80,8.2,X360
Fossil Fighters,70,8.2,DS
Real Heroes: Firefighter,67,8.2,WII
